"chr","hg19","hg38"
"17","41276164",43124147
"17","41276165",43124148
"17","41276166",43124149
"17","41276167",43124150
"17","41276168",43124151
"17","41276169",43124152
"17","41276170",43124153
"17","41276171",43124154
"17","41276172",43124155
"17","41276173",43124156
"17","41276174",43124157
"17","41276175",43124158
"17","41276176",43124159
"17","41276177",43124160
"17","41276178",43124161
"17","41276179",43124162
"17","41276180",43124163
"17","41276181",43124164
"17","41276182",43124165
"17","41276183",43124166
"17","41276184",43124167
"17","41276185",43124168
"17","41276186",43124169
"17","41276187",43124170
"17","41276188",43124171
"17","41276189",43124172
"17","41276190",43124173
"17","41276191",43124174
"17","41276192",43124175
"17","41276193",43124176
"17","41276194",43124177
"17","41276195",43124178
"17","41276196",43124179
"17","41276197",43124180
"17","41276198",43124181
"17","41276199",43124182
"17","41276200",43124183
"17","41276201",43124184
"17","41276202",43124185
"17","41276203",43124186
"17","41276204",43124187
"17","41276205",43124188
"17","41276206",43124189
"17","41276207",43124190
"17","41276208",43124191
"17","41276209",43124192
"17","41276210",43124193
"17","41276211",43124194
"17","41276212",43124195
"17","41276213",43124196
"17","41276214",43124197
"17","41276215",43124198
"17","41276216",43124199
"17","41276217",43124200
"17","41276218",43124201
"17","41276219",43124202
"17","41276220",43124203
"17","41276221",43124204
"17","41276222",43124205
"17","41276223",43124206
"17","41276224",43124207
"17","41276225",43124208
"17","41276226",43124209
"17","41276227",43124210
"17","41276228",43124211
"17","41276229",43124212
"17","41276230",43124213
"17","41276231",43124214
"17","41276232",43124215
"17","41276233",43124216
"17","41276234",43124217
"17","41276235",43124218
"17","41276236",43124219
"17","41276237",43124220
"17","41276238",43124221
"17","41276239",43124222
"17","41276240",43124223
"17","41276241",43124224
"17","41276242",43124225
"17","41276243",43124226
"17","41276244",43124227
"17","41276245",43124228
"17","41276246",43124229
"17","41276247",43124230
"17","41276248",43124231
"17","41276249",43124232
"17","41276250",43124233
"17","41276251",43124234
"17","41276252",43124235
"17","41276253",43124236
"17","41276254",43124237
"17","41276255",43124238
"17","41276256",43124239
"17","41276257",43124240
"17","41276258",43124241
"17","41276259",43124242
"17","41276260",43124243
"17","41276261",43124244
"17","41276262",43124245
"17","41276263",43124246
"17","41276264",43124247
"17","41276265",43124248
"17","41276266",43124249
"17","41276267",43124250
"17","41276268",43124251
"17","41276269",43124252
"17","41276270",43124253
"17","41276271",43124254
"17","41276272",43124255
"17","41276273",43124256
"17","41276274",43124257
"17","41276275",43124258
"17","41276276",43124259
"17","41276277",43124260
"17","41276278",43124261
"17","41276279",43124262
"17","41276280",43124263
"17","41276281",43124264
"17","41276282",43124265
"17","41276283",43124266
"17","41276284",43124267
"17","41276285",43124268
"17","41276286",43124269
"17","41276287",43124270
"17","41276288",43124271
"17","41276289",43124272
"17","41276290",43124273
"17","41276291",43124274
"17","41276292",43124275
"17","41276293",43124276
"17","41276294",43124277
"17","41276295",43124278
"17","41276296",43124279
"17","41276297",43124280
"17","41276298",43124281
"17","41276299",43124282
"17","41276300",43124283
"17","41276301",43124284
"17","41276302",43124285
"17","41276303",43124286
"17","41276304",43124287
"17","41276305",43124288
"17","41276306",43124289
"17","41276307",43124290
"17","41276308",43124291
"17","41276309",43124292
"17","41276310",43124293
"17","41276311",43124294
"17","41276312",43124295
"17","41276313",43124296
"17","41276314",43124297
"17","41276315",43124298
"17","41276316",43124299
"17","41276317",43124300
"17","41276318",43124301
"17","41276319",43124302
"17","41276320",43124303
"17","41276321",43124304
"17","41276322",43124305
"17","41276323",43124306
"17","41276324",43124307
"17","41276325",43124308
"17","41276326",43124309
"17","41276327",43124310
"17","41276328",43124311
"17","41276329",43124312
"17","41276330",43124313
"17","41276331",43124314
"17","41276332",43124315
"17","41276333",43124316
"17","41276334",43124317
"17","41276335",43124318
"17","41276336",43124319
"17","41276337",43124320
"17","41276338",43124321
"17","41276339",43124322
"17","41276340",43124323
"17","41276341",43124324
"17","41276342",43124325
"17","41276343",43124326
"17","41276344",43124327
"17","41276345",43124328
"17","41276346",43124329
"17","41276347",43124330
"17","41276348",43124331
"17","41276349",43124332
"17","41276350",43124333
"17","41276351",43124334
"17","41276352",43124335
"17","41276353",43124336
"17","41276354",43124337
"17","41276355",43124338
"17","41276356",43124339
"17","41276357",43124340
"17","41276358",43124341
"17","41276359",43124342
"17","41276360",43124343
"17","41276361",43124344
"17","41276362",43124345
"17","41276363",43124346
"17","41276364",43124347
"17","41276365",43124348
"17","41276366",43124349
"17","41276367",43124350
"17","41276368",43124351
"17","41276369",43124352
"17","41276370",43124353
"17","41276371",43124354
"17","41276372",43124355
"17","41276373",43124356
"17","41276374",43124357
"17","41276375",43124358
"17","41276376",43124359
"17","41276377",43124360
"17","41276378",43124361
"17","41276379",43124362
"17","41276380",43124363
"17","41276381",43124364
"17","41276382",43124365
"17","41276383",43124366
"17","41276384",43124367
"17","41276385",43124368
"17","41276386",43124369
"17","41276387",43124370
"17","41276388",43124371
"17","41276389",43124372
"17","41276390",43124373
"17","41276391",43124374
"17","41276392",43124375
"17","41276393",43124376
"17","41276394",43124377
"17","41276395",43124378
"17","41276396",43124379
"17","41276397",43124380
"17","41276398",43124381
"17","41276399",43124382
"17","41276400",43124383
"17","41276401",43124384
"17","41276402",43124385
"17","41276403",43124386
"17","41276404",43124387
"17","41276405",43124388
"17","41276406",43124389
"17","41276407",43124390
"17","41276408",43124391
"17","41276409",43124392
"17","41276410",43124393
"17","41276411",43124394
"17","41276412",43124395
"17","41276413",43124396
"17","41276414",43124397
"17","41276415",43124398
"17","41276416",43124399
"17","41276417",43124400
"17","41276418",43124401
"17","41276419",43124402
"17","41276420",43124403
"17","41276421",43124404
"17","41276422",43124405
"17","41276423",43124406
"17","41276424",43124407
"17","41276425",43124408
"17","41276426",43124409
"17","41276427",43124410
"17","41276428",43124411
"17","41276429",43124412
"17","41276430",43124413
"17","41276431",43124414
"17","41276432",43124415
"17","41276433",43124416
"17","41276434",43124417
"17","41276435",43124418
"17","41276436",43124419
"17","41276437",43124420
"17","41276438",43124421
"17","41276439",43124422
"17","41276440",43124423
"17","41276441",43124424
"17","41276442",43124425
"17","41276443",43124426
"17","41276444",43124427
"17","41276445",43124428
"17","41276446",43124429
"17","41276447",43124430
"17","41276448",43124431
"17","41276449",43124432
"17","41276450",43124433
"17","41276451",43124434
"17","41276452",43124435
"17","41276453",43124436
"17","41276454",43124437
"17","41276455",43124438
"17","41276456",43124439
"17","41276457",43124440
"17","41276458",43124441
"17","41276459",43124442
"17","41276460",43124443
"17","41276461",43124444
"17","41276462",43124445
"17","41276463",43124446
"17","41276464",43124447
"17","41276465",43124448
"17","41276466",43124449
"17","41276467",43124450
"17","41276468",43124451
"17","41276469",43124452
"17","41276470",43124453
"17","41276471",43124454
"17","41276472",43124455
"17","41276473",43124456
"17","41276474",43124457
"17","41276475",43124458
"17","41276476",43124459
"17","41276477",43124460
"17","41276478",43124461
"17","41276479",43124462
"17","41276480",43124463
"17","41276481",43124464
"17","41276482",43124465
"17","41276483",43124466
"17","41276484",43124467
"17","41276485",43124468
"17","41276486",43124469
"17","41276487",43124470
"17","41276488",43124471
"17","41276489",43124472
"17","41276490",43124473
"17","41276491",43124474
"17","41276492",43124475
"17","41276493",43124476
"17","41276494",43124477
"17","41276495",43124478
"17","41276496",43124479
"17","41276497",43124480
"17","41276498",43124481
"17","41276499",43124482
"17","41276500",43124483
"17","41276501",43124484
"17","41276502",43124485
"17","41276503",43124486
"17","41276504",43124487
"17","41276505",43124488
"17","41276506",43124489
"17","41276507",43124490
"17","41276508",43124491
"17","41276509",43124492
"17","41276510",43124493
"17","41276511",43124494
"17","41276512",43124495
"17","41276513",43124496
"17","41276514",43124497
"17","41276515",43124498
"17","41276516",43124499
"17","41276517",43124500
"17","41276518",43124501
"17","41276519",43124502
"17","41276520",43124503
"17","41276521",43124504
"17","41276522",43124505
"17","41276523",43124506
"17","41276524",43124507
"17","41276525",43124508
"17","41276526",43124509
"17","41276527",43124510
"17","41276528",43124511
"17","41276529",43124512
"17","41276530",43124513
"17","41276531",43124514
"17","41276532",43124515
"17","41276533",43124516
"17","41276534",43124517
"17","41276535",43124518
"17","41276536",43124519
"17","41276537",43124520
"17","41276538",43124521
"17","41276539",43124522
"17","41276540",43124523
"17","41276541",43124524
"17","41276542",43124525
"17","41276543",43124526
"17","41276544",43124527
"17","41276545",43124528
"17","41276546",43124529
"17","41276547",43124530
"17","41276548",43124531
"17","41276549",43124532
"17","41276550",43124533
"17","41276551",43124534
"17","41276552",43124535
"17","41276553",43124536
"17","41276554",43124537
"17","41276555",43124538
"17","41276556",43124539
"17","41276557",43124540
"17","41276558",43124541
"17","41276559",43124542
"17","41276560",43124543
"17","41276561",43124544
"17","41276562",43124545
"17","41276563",43124546
"17","41276564",43124547
"17","41276565",43124548
"17","41276566",43124549
"17","41276567",43124550
"17","41276568",43124551
"17","41276569",43124552
"17","41276570",43124553
"17","41276571",43124554
"17","41276572",43124555
"17","41276573",43124556
"17","41276574",43124557
"17","41276575",43124558
"17","41276576",43124559
"17","41276577",43124560
"17","41276578",43124561
"17","41276579",43124562
"17","41276580",43124563
"17","41276581",43124564
"17","41276582",43124565
"17","41276583",43124566
"17","41276584",43124567
"17","41276585",43124568
"17","41276586",43124569
"17","41276587",43124570
"17","41276588",43124571
"17","41276589",43124572
"17","41276590",43124573
"17","41276591",43124574
"17","41276592",43124575
"17","41276593",43124576
"17","41276594",43124577
"17","41276595",43124578
"17","41276596",43124579
"17","41276597",43124580
"17","41276598",43124581
"17","41276599",43124582
"17","41276600",43124583
"17","41276601",43124584
"17","41276602",43124585
"17","41276603",43124586
"17","41276604",43124587
"17","41276605",43124588
"17","41276606",43124589
"17","41276607",43124590
"17","41276608",43124591
"17","41276609",43124592
"17","41276610",43124593
"17","41276611",43124594
"17","41276612",43124595
"17","41276613",43124596
"17","41276614",43124597
"17","41276615",43124598
"17","41276616",43124599
"17","41276617",43124600
"17","41276618",43124601
"17","41276619",43124602
"17","41276620",43124603
"17","41276621",43124604
"17","41276622",43124605
"17","41276623",43124606
"17","41276624",43124607
"17","41276625",43124608
"17","41276626",43124609
"17","41276627",43124610
"17","41276628",43124611
"17","41276629",43124612
"17","41276630",43124613
"17","41276631",43124614
"17","41276632",43124615
"17","41276633",43124616
"17","41276634",43124617
"17","41276635",43124618
"17","41276636",43124619
"17","41276637",43124620
"17","41276638",43124621
"17","41276639",43124622
"17","41276640",43124623
"17","41276641",43124624
"17","41276642",43124625
"17","41276643",43124626
"17","41276644",43124627
"17","41276645",43124628
"17","41276646",43124629
"17","41276647",43124630
"17","41276648",43124631
"17","41276649",43124632
"17","41276650",43124633
"17","41276651",43124634
"17","41276652",43124635
"17","41276653",43124636
"17","41276654",43124637
"17","41276655",43124638
"17","41276656",43124639
"17","41276657",43124640
"17","41276658",43124641
"17","41276659",43124642
"17","41276660",43124643
"17","41276661",43124644
"17","41276662",43124645
"17","41276663",43124646
"17","41276664",43124647
"17","41276665",43124648
"17","41276666",43124649
"17","41276667",43124650
"17","41276668",43124651
"17","41276669",43124652
"17","41276670",43124653
"17","41276671",43124654
"17","41276672",43124655
"17","41276673",43124656
"17","41276674",43124657
"17","41276675",43124658
"17","41276676",43124659
"17","41276677",43124660
"17","41276678",43124661
"17","41276679",43124662
"17","41276680",43124663
"17","41276681",43124664
"17","41276682",43124665
"17","41276683",43124666
"17","41276684",43124667
"17","41276685",43124668
"17","41276686",43124669
"17","41276687",43124670
"17","41276688",43124671
"17","41276689",43124672
"17","41276690",43124673
"17","41276691",43124674
"17","41276692",43124675
"17","41276693",43124676
"17","41276694",43124677
"17","41276695",43124678
"17","41276696",43124679
"17","41276697",43124680
"17","41276698",43124681
"17","41276699",43124682
"17","41276700",43124683
"17","41276701",43124684
"17","41276702",43124685
"17","41276703",43124686
"17","41276704",43124687
"17","41276705",43124688
"17","41276706",43124689
"17","41276707",43124690
"17","41276708",43124691
"17","41276709",43124692
"17","41276710",43124693
"17","41276711",43124694
"17","41276712",43124695
"17","41276713",43124696
"17","41276714",43124697
"17","41276715",43124698
"17","41276716",43124699
"17","41276717",43124700
"17","41276718",43124701
"17","41276719",43124702
"17","41276720",43124703
"17","41276721",43124704
"17","41276722",43124705
"17","41276723",43124706
"17","41276724",43124707
"17","41276725",43124708
"17","41276726",43124709
"17","41276727",43124710
"17","41276728",43124711
"17","41276729",43124712
"17","41276730",43124713
"17","41276731",43124714
"17","41276732",43124715
"17","41276733",43124716
"17","41276734",43124717
"17","41276735",43124718
"17","41276736",43124719
"17","41276737",43124720
"17","41276738",43124721
"17","41276739",43124722
"17","41276740",43124723
"17","41276741",43124724
"17","41276742",43124725
"17","41276743",43124726
"17","41276744",43124727
"17","41276745",43124728
"17","41276746",43124729
"17","41276747",43124730
"17","41276748",43124731
"17","41276749",43124732
"17","41276750",43124733
"17","41276751",43124734
"17","41276752",43124735
"17","41276753",43124736
"17","41276754",43124737
"17","41276755",43124738
"17","41276756",43124739
"17","41276757",43124740
"17","41276758",43124741
"17","41276759",43124742
"17","41276760",43124743
"17","41276761",43124744
"17","41276762",43124745
"17","41276763",43124746
"17","41276764",43124747
"17","41276765",43124748
"17","41276766",43124749
"17","41276767",43124750
"17","41276768",43124751
"17","41276769",43124752
"17","41276770",43124753
"17","41276771",43124754
"17","41276772",43124755
"17","41276773",43124756
"17","41276774",43124757
"17","41276775",43124758
"17","41276776",43124759
"17","41276777",43124760
"17","41276778",43124761
"17","41276779",43124762
"17","41276780",43124763
"17","41276781",43124764
"17","41276782",43124765
"17","41276783",43124766
"17","41276784",43124767
"17","41276785",43124768
"17","41276786",43124769
"17","41276787",43124770
"17","41276788",43124771
"17","41276789",43124772
"17","41276790",43124773
"17","41276791",43124774
"17","41276792",43124775
"17","41276793",43124776
"17","41276794",43124777
"17","41276795",43124778
"17","41276796",43124779
"17","41276797",43124780
"17","41276798",43124781
"17","41276799",43124782
"17","41276800",43124783
"17","41276801",43124784
"17","41276802",43124785
"17","41276803",43124786
"17","41276804",43124787
"17","41276805",43124788
"17","41276806",43124789
"17","41276807",43124790
"17","41276808",43124791
"17","41276809",43124792
"17","41276810",43124793
"17","41276811",43124794
"17","41276812",43124795
"17","41276813",43124796
"17","41276814",43124797
"17","41276815",43124798
"17","41276816",43124799
"17","41276817",43124800
"17","41276818",43124801
"17","41276819",43124802
"17","41276820",43124803
"17","41276821",43124804
"17","41276822",43124805
"17","41276823",43124806
"17","41276824",43124807
"17","41276825",43124808
"17","41276826",43124809
"17","41276827",43124810
"17","41276828",43124811
"17","41276829",43124812
"17","41276830",43124813
"17","41276831",43124814
"17","41276832",43124815
"17","41276833",43124816
"17","41276834",43124817
"17","41276835",43124818
"17","41276836",43124819
"17","41276837",43124820
"17","41276838",43124821
"17","41276839",43124822
"17","41276840",43124823
"17","41276841",43124824
"17","41276842",43124825
"17","41276843",43124826
"17","41276844",43124827
"17","41276845",43124828
"17","41276846",43124829
"17","41276847",43124830
"17","41276848",43124831
"17","41276849",43124832
"17","41276850",43124833
"17","41276851",43124834
"17","41276852",43124835
"17","41276853",43124836
"17","41276854",43124837
"17","41276855",43124838
"17","41276856",43124839
"17","41276857",43124840
"17","41276858",43124841
"17","41276859",43124842
"17","41276860",43124843
"17","41276861",43124844
"17","41276862",43124845
"17","41276863",43124846
"17","41276864",43124847
"17","41276865",43124848
"17","41276866",43124849
"17","41276867",43124850
"17","41276868",43124851
"17","41276869",43124852
"17","41276870",43124853
"17","41276871",43124854
"17","41276872",43124855
"17","41276873",43124856
"17","41276874",43124857
"17","41276875",43124858
"17","41276876",43124859
"17","41276877",43124860
"17","41276878",43124861
"17","41276879",43124862
"17","41276880",43124863
"17","41276881",43124864
"17","41276882",43124865
"17","41276883",43124866
"17","41276884",43124867
"17","41276885",43124868
"17","41276886",43124869
"17","41276887",43124870
"17","41276888",43124871
"17","41276889",43124872
"17","41276890",43124873
"17","41276891",43124874
"17","41276892",43124875
"17","41276893",43124876
"17","41276894",43124877
"17","41276895",43124878
"17","41276896",43124879
"17","41276897",43124880
"17","41276898",43124881
"17","41276899",43124882
"17","41276900",43124883
"17","41276901",43124884
"17","41276902",43124885
"17","41276903",43124886
"17","41276904",43124887
"17","41276905",43124888
"17","41276906",43124889
"17","41276907",43124890
"17","41276908",43124891
"17","41276909",43124892
"17","41276910",43124893
"17","41276911",43124894
"17","41276912",43124895
"17","41276913",43124896
"17","41276914",43124897
"17","41276915",43124898
"17","41276916",43124899
"17","41276917",43124900
"17","41276918",43124901
"17","41276919",43124902
"17","41276920",43124903
"17","41276921",43124904
"17","41276922",43124905
"17","41276923",43124906
"17","41276924",43124907
"17","41276925",43124908
"17","41276926",43124909
"17","41276927",43124910
"17","41276928",43124911
"17","41276929",43124912
"17","41276930",43124913
"17","41276931",43124914
"17","41276932",43124915
"17","41276933",43124916
"17","41276934",43124917
"17","41276935",43124918
"17","41276936",43124919
"17","41276937",43124920
"17","41276938",43124921
"17","41276939",43124922
"17","41276940",43124923
"17","41276941",43124924
"17","41276942",43124925
"17","41276943",43124926
"17","41276944",43124927
"17","41276945",43124928
"17","41276946",43124929
"17","41276947",43124930
"17","41276948",43124931
"17","41276949",43124932
"17","41276950",43124933
"17","41276951",43124934
"17","41276952",43124935
"17","41276953",43124936
"17","41276954",43124937
"17","41276955",43124938
"17","41276956",43124939
"17","41276957",43124940
"17","41276958",43124941
"17","41276959",43124942
"17","41276960",43124943
"17","41276961",43124944
"17","41276962",43124945
"17","41276963",43124946
"17","41276964",43124947
"17","41276965",43124948
"17","41276966",43124949
"17","41276967",43124950
"17","41276968",43124951
"17","41276969",43124952
"17","41276970",43124953
"17","41276971",43124954
"17","41276972",43124955
"17","41276973",43124956
"17","41276974",43124957
"17","41276975",43124958
"17","41276976",43124959
"17","41276977",43124960
"17","41276978",43124961
"17","41276979",43124962
"17","41276980",43124963
"17","41276981",43124964
"17","41276982",43124965
"17","41276983",43124966
"17","41276984",43124967
"17","41276985",43124968
"17","41276986",43124969
"17","41276987",43124970
"17","41276988",43124971
"17","41276989",43124972
"17","41276990",43124973
"17","41276991",43124974
"17","41276992",43124975
"17","41276993",43124976
"17","41276994",43124977
"17","41276995",43124978
"17","41276996",43124979
"17","41276997",43124980
"17","41276998",43124981
"17","41276999",43124982
"17","41277000",43124983
"17","41277001",43124984
"17","41277002",43124985
"17","41277003",43124986
"17","41277004",43124987
"17","41277005",43124988
"17","41277006",43124989
"17","41277007",43124990
"17","41277008",43124991
"17","41277009",43124992
"17","41277010",43124993
"17","41277011",43124994
"17","41277012",43124995
"17","41277013",43124996
"17","41277014",43124997
"17","41277015",43124998
"17","41277016",43124999
"17","41277017",43125000
"17","41277018",43125001
"17","41277019",43125002
"17","41277020",43125003
"17","41277021",43125004
"17","41277022",43125005
"17","41277023",43125006
"17","41277024",43125007
"17","41277025",43125008
"17","41277026",43125009
"17","41277027",43125010
"17","41277028",43125011
"17","41277029",43125012
"17","41277030",43125013
"17","41277031",43125014
"17","41277032",43125015
"17","41277033",43125016
"17","41277034",43125017
"17","41277035",43125018
"17","41277036",43125019
"17","41277037",43125020
"17","41277038",43125021
"17","41277039",43125022
"17","41277040",43125023
"17","41277041",43125024
"17","41277042",43125025
"17","41277043",43125026
"17","41277044",43125027
"17","41277045",43125028
"17","41277046",43125029
"17","41277047",43125030
"17","41277048",43125031
"17","41277049",43125032
"17","41277050",43125033
"17","41277051",43125034
"17","41277052",43125035
"17","41277053",43125036
"17","41277054",43125037
"17","41277055",43125038
"17","41277056",43125039
"17","41277057",43125040
"17","41277058",43125041
"17","41277059",43125042
"17","41277060",43125043
"17","41277061",43125044
"17","41277062",43125045
"17","41277063",43125046
"17","41277064",43125047
"17","41277065",43125048
"17","41277066",43125049
"17","41277067",43125050
"17","41277068",43125051
"17","41277069",43125052
"17","41277070",43125053
"17","41277071",43125054
"17","41277072",43125055
"17","41277073",43125056
"17","41277074",43125057
"17","41277075",43125058
"17","41277076",43125059
"17","41277077",43125060
"17","41277078",43125061
"17","41277079",43125062
"17","41277080",43125063
"17","41277081",43125064
"17","41277082",43125065
"17","41277083",43125066
"17","41277084",43125067
"17","41277085",43125068
"17","41277086",43125069
"17","41277087",43125070
"17","41277088",43125071
"17","41277089",43125072
"17","41277090",43125073
"17","41277091",43125074
"17","41277092",43125075
"17","41277093",43125076
"17","41277094",43125077
"17","41277095",43125078
"17","41277096",43125079
"17","41277097",43125080
"17","41277098",43125081
"17","41277099",43125082
"17","41277100",43125083
"17","41277101",43125084
"17","41277102",43125085
"17","41277103",43125086
"17","41277104",43125087
"17","41277105",43125088
"17","41277106",43125089
"17","41277107",43125090
"17","41277108",43125091
"17","41277109",43125092
"17","41277110",43125093
"17","41277111",43125094
"17","41277112",43125095
"17","41277113",43125096
"17","41277114",43125097
"17","41277115",43125098
"17","41277116",43125099
"17","41277117",43125100
"17","41277118",43125101
"17","41277119",43125102
"17","41277120",43125103
"17","41277121",43125104
"17","41277122",43125105
"17","41277123",43125106
"17","41277124",43125107
"17","41277125",43125108
"17","41277126",43125109
"17","41277127",43125110
"17","41277128",43125111
"17","41277129",43125112
"17","41277130",43125113
"17","41277131",43125114
"17","41277132",43125115
"17","41277133",43125116
"17","41277134",43125117
"17","41277135",43125118
"17","41277136",43125119
"17","41277137",43125120
"17","41277138",43125121
"17","41277139",43125122
"17","41277140",43125123
"17","41277141",43125124
"17","41277142",43125125
"17","41277143",43125126
"17","41277144",43125127
"17","41277145",43125128
"17","41277146",43125129
"17","41277147",43125130
"17","41277148",43125131
"17","41277149",43125132
"17","41277150",43125133
"17","41277151",43125134
"17","41277152",43125135
"17","41277153",43125136
"17","41277154",43125137
"17","41277155",43125138
"17","41277156",43125139
"17","41277157",43125140
"17","41277158",43125141
"17","41277159",43125142
"17","41277160",43125143
"17","41277161",43125144
"17","41277162",43125145
"17","41277163",43125146
"17","41277164",43125147
"17","41277165",43125148
"17","41277166",43125149
"17","41277167",43125150
"17","41277168",43125151
"17","41277169",43125152
"17","41277170",43125153
"17","41277171",43125154
"17","41277172",43125155
"17","41277173",43125156
"17","41277174",43125157
"17","41277175",43125158
"17","41277176",43125159
"17","41277177",43125160
"17","41277178",43125161
"17","41277179",43125162
"17","41277180",43125163
"17","41277181",43125164
"17","41277182",43125165
"17","41277183",43125166
"17","41277184",43125167
"17","41277185",43125168
"17","41277186",43125169
"17","41277187",43125170
"17","41277188",43125171
"17","41277189",43125172
"17","41277190",43125173
"17","41277191",43125174
"17","41277192",43125175
"17","41277193",43125176
"17","41277194",43125177
"17","41277195",43125178
"17","41277196",43125179
"17","41277197",43125180
"17","41277198",43125181
"17","41277199",43125182
"17","41277200",43125183
"17","41277201",43125184
"17","41277202",43125185
"17","41277203",43125186
"17","41277204",43125187
"17","41277205",43125188
"17","41277206",43125189
"17","41277207",43125190
"17","41277208",43125191
"17","41277209",43125192
"17","41277210",43125193
"17","41277211",43125194
"17","41277212",43125195
"17","41277213",43125196
"17","41277214",43125197
"17","41277215",43125198
"17","41277216",43125199
"17","41277217",43125200
"17","41277218",43125201
"17","41277219",43125202
"17","41277220",43125203
"17","41277221",43125204
"17","41277222",43125205
"17","41277223",43125206
"17","41277224",43125207
"17","41277225",43125208
"17","41277226",43125209
"17","41277227",43125210
"17","41277228",43125211
"17","41277229",43125212
"17","41277230",43125213
"17","41277231",43125214
"17","41277232",43125215
"17","41277233",43125216
"17","41277234",43125217
"17","41277235",43125218
"17","41277236",43125219
"17","41277237",43125220
"17","41277238",43125221
"17","41277239",43125222
"17","41277240",43125223
"17","41277241",43125224
"17","41277242",43125225
"17","41277243",43125226
"17","41277244",43125227
"17","41277245",43125228
"17","41277246",43125229
"17","41277247",43125230
"17","41277248",43125231
"17","41277249",43125232
"17","41277250",43125233
"17","41277251",43125234
"17","41277252",43125235
"17","41277253",43125236
"17","41277254",43125237
"17","41277255",43125238
"17","41277256",43125239
"17","41277257",43125240
"17","41277258",43125241
"17","41277259",43125242
"17","41277260",43125243
"17","41277261",43125244
"17","41277262",43125245
"17","41277263",43125246
"17","41277264",43125247
"17","41277265",43125248
"17","41277266",43125249
"17","41277267",43125250
"17","41277268",43125251
"17","41277269",43125252
"17","41277270",43125253
"17","41277271",43125254
"17","41277272",43125255
"17","41277273",43125256
"17","41277274",43125257
"17","41277275",43125258
"17","41277276",43125259
"17","41277277",43125260
"17","41277278",43125261
"17","41277279",43125262
"17","41277280",43125263
"17","41277281",43125264
"17","41277282",43125265
"17","41277283",43125266
"17","41277284",43125267
"17","41277285",43125268
"17","41277286",43125269
"17","41277287",43125270
"17","41277288",43125271
"17","41277289",43125272
"17","41277290",43125273
"17","41277291",43125274
"17","41277292",43125275
"17","41277293",43125276
"17","41277294",43125277
"17","41277295",43125278
"17","41277296",43125279
"17","41277297",43125280
"17","41277298",43125281
"17","41277299",43125282
"17","41277300",43125283
"17","41277301",43125284
"17","41277302",43125285
"17","41277303",43125286
"17","41277304",43125287
"17","41277305",43125288
"17","41277306",43125289
"17","41277307",43125290
"17","41277308",43125291
"17","41277309",43125292
"17","41277310",43125293
"17","41277311",43125294
"17","41277312",43125295
"17","41277313",43125296
"17","41277314",43125297
"17","41277315",43125298
"17","41277316",43125299
"17","41277317",43125300
"17","41277318",43125301
"17","41277319",43125302
"17","41277320",43125303
"17","41277321",43125304
"17","41277322",43125305
"17","41277323",43125306
"17","41277324",43125307
"17","41277325",43125308
"17","41277326",43125309
"17","41277327",43125310
"17","41277328",43125311
"17","41277329",43125312
"17","41277330",43125313
"17","41277331",43125314
"17","41277332",43125315
"17","41277333",43125316
"17","41277334",43125317
"17","41277335",43125318
"17","41277336",43125319
"17","41277337",43125320
"17","41277338",43125321
"17","41277339",43125322
"17","41277340",43125323
"17","41277341",43125324
"17","41277342",43125325
"17","41277343",43125326
"17","41277344",43125327
"17","41277345",43125328
"17","41277346",43125329
"17","41277347",43125330
"17","41277348",43125331
"17","41277349",43125332
"17","41277350",43125333
"17","41277351",43125334
"17","41277352",43125335
"17","41277353",43125336
"17","41277354",43125337
"17","41277355",43125338
"17","41277356",43125339
"17","41277357",43125340
"17","41277358",43125341
"17","41277359",43125342
"17","41277360",43125343
"17","41277361",43125344
"17","41277362",43125345
"17","41277363",43125346
"17","41277364",43125347
"17","41277365",43125348
"17","41277366",43125349
"17","41277367",43125350
"17","41277368",43125351
"17","41277369",43125352
"17","41277370",43125353
"17","41277371",43125354
"17","41277372",43125355
"17","41277373",43125356
"17","41277374",43125357
"17","41277375",43125358
"17","41277376",43125359
"17","41277377",43125360
"17","41277378",43125361
"17","41277379",43125362
"17","41277380",43125363
"17","41277381",43125364
"17","41277382",43125365
"17","41277383",43125366
"17","41277384",43125367
"17","41277385",43125368
"17","41277386",43125369
"17","41277387",43125370
"17","41277388",43125371
"17","41277389",43125372
"17","41277390",43125373
"17","41277391",43125374
"17","41277392",43125375
"17","41277393",43125376
"17","41277394",43125377
"17","41277395",43125378
"17","41277396",43125379
"17","41277397",43125380
"17","41277398",43125381
"17","41277399",43125382
"17","41277400",43125383
"17","41277401",43125384
"17","41277402",43125385
"17","41277403",43125386
"17","41277404",43125387
"17","41277405",43125388
"17","41277406",43125389
"17","41277407",43125390
"17","41277408",43125391
"17","41277409",43125392
"17","41277410",43125393
"17","41277411",43125394
"17","41277412",43125395
"17","41277413",43125396
"17","41277414",43125397
"17","41277415",43125398
"17","41277416",43125399
"17","41277417",43125400
"17","41277418",43125401
"17","41277419",43125402
"17","41277420",43125403
"17","41277421",43125404
"17","41277422",43125405
"17","41277423",43125406
"17","41277424",43125407
"17","41277425",43125408
"17","41277426",43125409
"17","41277427",43125410
"17","41277428",43125411
"17","41277429",43125412
"17","41277430",43125413
"17","41277431",43125414
"17","41277432",43125415
"17","41277433",43125416
"17","41277434",43125417
